,0,1,2,3,4,5,6
31,12.0,11.0,0.9707799227799228,0.001359073359073359,0.9721389961389961,0.0025856412844297164,1.0
32,20.0,6.0,0.6983474903474903,0.15264864864864866,0.850996138996139,0.0060743840249009385,-1.0
33,10.0,7.0,0.8201698841698842,0.06770656370656371,0.8878764478764479,0.0038188467539908683,1.0
34,11.0,2.0,0.9894671814671815,0.0041081081081081085,0.9935752895752896,0.005701164292273524,-1.0
35,12.0,3.0,0.8650810810810812,0.11033204633204634,0.9754131274131275,0.004391344168481502,-1.0
36,76.0,5.0,0.9599691119691119,0.0303011583011583,0.9902702702702703,0.01979348452236824,1.0
37,29.0,9.0,0.8536216216216217,0.049297297297297295,0.902918918918919,0.008135202438832236,-1.0
38,25.0,7.0,0.9698532818532818,0.02424710424710425,0.9941003861003861,0.0064301130405770785,1.0
39,10.0,10.0,0.8588416988416989,0.024494208494208494,0.8833359073359074,0.003940751685510122,-1.0
40,12.0,10.0,0.42359845559845555,0.3490656370656371,0.7726640926640926,0.0037254392414347716,-1.0
41,10.0,9.0,0.4575444015444015,0.43589189189189187,0.8934362934362934,0.0006680438098460774,1.0
42,12.0,10.0,0.857976833976834,0.01325096525096525,0.8712277992277992,0.0038581989467616996,1.0
43,25.0,7.0,0.9763706563706563,0.0023166023166023165,0.9786872586872587,0.007526222922540347,-1.0
44,10.0,8.0,0.7494362934362935,0.09448648648648648,0.84392277992278,0.003658847184039588,-1.0
45,11.0,11.0,0.9521544401544402,0.033266409266409266,0.9854208494208494,0.004027015128692506,-1.0
46,15.0,7.0,0.8798146718146718,0.01393050193050193,0.8937451737451737,0.003801195621023975,1.0
47,34.0,3.0,0.8993976833976834,0.009915057915057915,0.9093127413127413,0.0064173305953313855,-1.0
48,10.0,5.0,0.8692509652509652,0.11203088803088804,0.9812818532818532,0.002965938362414571,1.0
49,18.0,4.0,0.3764015444015444,0.22977606177606177,0.6061776061776062,0.004514004249948165,-1.0
50,28.0,7.0,0.8755830115830116,0.04769111969111969,0.9232741312741313,0.006495396783063589,-1.0
51,9.0,7.0,0.8511196911196911,0.013590733590733591,0.8647104247104247,0.002731337650422677,1.0
52,11.0,11.0,0.6673050193050193,0.10733590733590734,0.7746409266409267,0.0033970270905847055,-1.0
53,4.0,13.0,0.6747961560861968,0.16336633663366337,0.8381624927198602,0.0013747862794357035,1.0
54,9.0,2.0,0.08404921374490393,0.8816249271986022,0.9656741409435061,0.0042401440416439526,-1.0
55,19.0,6.0,0.926470588235294,0.03392545136866628,0.9603960396039604,0.005191601279145156,-1.0
56,15.0,3.0,0.3044918462434479,0.46902300524170065,0.7735148514851485,0.005614110162214621,-1.0
57,2.0,11.0,0.32924432149097266,0.030248980780430985,0.35949330227140364,0.0008108585237444461,1.0
58,16.0,8.0,0.502002038439138,0.22637594641817124,0.7283779848573093,0.006191606316822893,-1.0
59,8.0,5.0,0.5949694234129296,0.2393345952242283,0.8343040186371579,0.0033884762390557514,-1.0
60,5.0,11.0,0.7096316249271986,0.03185061153174141,0.74148223645894,0.0016352854890983586,1.0
61,16.0,7.0,0.5653028538147933,0.26401426907396625,0.8293171228887595,0.0057615458863743965,-1.0
62,25.0,7.0,0.6993302271403612,0.05620267909143856,0.7555329062317997,0.007786195309518823,1.0
63,16.0,4.0,0.47623034362259753,0.2779557367501456,0.7541860803727432,0.0038184269242281695,-1.0
64,17.0,10.0,0.7083576004659289,0.06013395457192778,0.7684915550378567,0.006540024786649068,1.0
65,60.0,4.0,0.9384100174723355,0.0006188118811881188,0.9390288293535236,0.01646721893668867,1.0
66,2.0,10.0,0.05620267909143856,0.11753785672684916,0.17374053581828772,0.0009586094629173953,1.0
67,18.0,8.0,0.7197874199184624,0.047757716948165406,0.7675451368666278,0.004796816488916474,-1.0
68,15.0,11.0,0.832665987186954,0.052380605707629584,0.8850465928945835,0.00399129999535006,1.0
69,11.0,5.0,0.43764560279557363,0.3626965637740245,0.8003421665695981,0.004968646810730386,-1.0
70,9.0,4.0,0.7880387303436226,0.14432877111240536,0.932367501456028,0.00422244129306511,-1.0
71,26.0,4.0,0.6861895748398369,0.15262813046010484,0.8388177052999417,0.006217961503495214,1.0
72,12.0,9.0,0.7287783925451369,0.05423704135119394,0.7830154338963308,0.004866169771115156,-1.0
73,14.0,5.0,0.31745049504950495,0.2692559697146185,0.5867064647641235,0.0039501829494682445,-1.0
74,13.0,6.0,0.9895894001164822,0.0016744321490972628,0.9912638322655795,0.002556262672943913,1.0
75,6.0,7.0,0.7401718112987768,0.04455445544554455,0.7847262667443214,0.00171773157969379,1.0
76,16.0,7.0,0.9582483983692487,0.038038730343622595,0.9962871287128713,0.004028185138065553,-1.0
77,17.0,9.0,0.9934114735002912,0.0031668608037274315,0.9965783343040187,0.005518117421157576,1.0
78,9.0,9.0,0.7214982527664532,0.048085323238206176,0.7695835760046593,0.003603081962084857,-1.0
79,8.0,7.0,0.3715419336051252,0.15918025626092022,0.5307221898660455,0.0032541216518500817,-1.0
80,3.0,9.0,0.06624927198602214,0.08357600465928945,0.1498252766453116,0.0010620902556483622,1.0
81,18.0,6.0,0.7197874199184624,0.04750291205591147,0.7672903319743739,0.0042089858141755665,-1.0
82,12.0,10.0,0.7406450203843914,0.19190448456610368,0.932549504950495,0.004625323676057346,-1.0
83,20.0,5.0,0.8847917880023296,0.005933313919627257,0.8907251019219569,0.0069780632826174855,-1.0
84,6.0,2.0,0.9227577169481654,0.007061735585323238,0.9298194525334886,0.003192582359728368,-1.0
85,7.0,7.0,0.8193069306930694,0.0972626674432149,0.9165695981362842,0.0029253498675794846,1.0
86,6.0,7.0,0.7840710541642399,0.06246359930110658,0.8465346534653465,0.0031684565055908067,-1.0
87,7.0,11.0,0.7751892836342458,0.09682585905649388,0.8720151426907397,0.0032093463576672136,1.0
88,9.0,4.0,0.24887157833430407,0.45253348864298193,0.701405066977286,0.003745392088181781,-1.0
89,25.0,3.0,0.5758954571927781,0.2080299941758882,0.7839254513686663,0.007631254191519311,-1.0
90,13.0,4.0,0.521476412347117,0.24890797903319745,0.7703843913803144,0.0040280929219807336,-1.0
91,27.0,9.0,0.9338963308095516,0.005314502038439138,0.9392108328479907,0.005132196290979629,1.0
92,56.0,5.0,0.8332119976703553,0.05161619103086779,0.884828188701223,0.014312124275211311,1.0
93,20.0,11.0,0.7797757716948166,0.08394001164822365,0.8637157833430402,0.006873784419150373,1.0
94,13.0,8.0,0.803800232964473,0.02977577169481654,0.8335760046592895,0.0059227055841087495,-1.0
95,6.0,2.0,0.03145020384391384,0.8804237041351194,0.9118739079790332,0.003661258836380375,-1.0
96,7.0,2.0,0.06046156086196852,0.8983328479906815,0.95879440885265,0.0030877967338316394,-1.0
97,8.0,6.0,0.192887303436226,0.368739079790332,0.561626383226558,0.0033566034798892612,-1.0
98,7.0,4.0,0.9475101921956901,0.004695690157251019,0.9522058823529411,0.0030760594017501712,1.0
99,23.0,8.0,0.9895894001164822,0.0010920209668025627,0.9906814210832848,0.006874983384350356,1.0
100,12.0,4.0,0.6139341875364006,0.3837725684333139,0.9977067559697146,0.006420601111204411,-1.0
101,9.0,2.0,0.10887449039021546,0.8807513104251602,0.9896258008153757,0.003330667762044718,-1.0
102,23.0,5.0,0.9492574257425742,0.04353523587652883,0.9927926616191031,0.005461894779976487,1.0
103,13.0,10.0,0.7254295282469424,0.033525043680838675,0.758954571927781,0.0031245711893775206,-1.0
104,11.0,8.0,0.7884027373325568,0.08313919627256844,0.8715419336051252,0.0037381008440438464,-1.0
105,11.0,13.0,0.6993302271403611,0.056493884682585906,0.755824111822947,0.002794064664086188,1.0
106,19.0,4.0,0.9819088526499709,0.001929237041351194,0.983838089691322,0.0044105243593645545,-1.0
107,5.0,6.0,0.7096316249271987,0.03159580663948748,0.7412274315666861,0.0014099770835615335,1.0
108,36.0,12.0,0.9440065270887342,0.011896145596189022,0.9559026726849232,0.003660641663325564,1.0
109,63.0,4.0,0.8767222434235633,0.06240212656761985,0.9391243699911832,0.005084974244926891,-1.0
110,42.0,7.0,0.8863812819939203,0.021239357292310933,0.9076206392862313,0.0054382696707127465,-1.0
111,6.0,18.0,0.6844889526391283,0.08207550894184838,0.7665644615809767,0.0009701096976685016,1.0
112,33.0,4.0,0.8260320301088286,0.11150004605808582,0.9375320761669145,0.004276334127771943,-1.0
113,21.0,4.0,0.8491663486465502,0.08920793251832454,0.9383742811648748,0.0031517781936939698,-1.0
114,74.0,5.0,0.9440196865418273,0.011804029424537116,0.9558237159663644,0.008081530057227277,1.0
115,219.0,3.0,0.998368227816452,0.0,0.998368227816452,0.018061622338156356,-1.0
116,123.0,5.0,0.9561658617467858,0.000671132107749602,0.9568369938545354,0.012801506490978741,-1.0
117,53.0,6.0,0.9356371149215039,0.02155518416654604,0.9571922990880499,0.006327830745161796,-1.0
118,53.0,6.0,0.8331249753260255,0.12361990235685805,0.9567448776828835,0.003805040334528757,-1.0
119,22.0,7.0,0.7332052479898936,0.09470858391125264,0.8279138319011462,0.003718065372364946,-1.0
120,24.0,9.0,0.8035425247726704,0.12697556289560605,0.9305180876682765,0.003089434397158517,-1.0
121,55.0,6.0,0.9801687041886539,0.015922938242686632,0.9960916424313405,0.008600425244552033,-1.0
122,82.0,6.0,0.849850640207393,0.07053466857917386,0.9203853087865669,0.006543220708659303,-1.0
123,59.0,6.0,0.8105828321774947,0.03629377163085102,0.8468766038083457,0.00457868214860449,-1.0
124,14.0,2.0,0.777671039991578,0.2113144977694727,0.9889855377610507,0.004273758103874563,-1.0
125,272.0,4.0,0.9437170191206854,0.008474687791975365,0.9521917069126608,0.017969055927754673,1.0
126,45.0,5.0,0.7447329288994748,0.16353252358831966,0.9082654524877946,0.004951046802955675,-1.0
127,20.0,10.0,0.6843705175612902,0.082443973628456,0.7668144911897462,0.0031452608824085286,1.0
128,40.0,5.0,0.7990025134555407,0.1409377426274164,0.9399402560829572,0.00304758421448247,-1.0
129,42.0,9.0,0.9368346251529787,0.011146056769880643,0.9479806819228593,0.004414108177137494,-1.0
130,42.0,6.0,0.9989472437525497,0.0005790159360976958,0.9995262596886474,0.005311640756713949,1.0
131,4.0,29.0,0.0953797160190023,0.5193378163203537,0.614717532339356,0.0007801344654589294,1.0
132,28.0,7.0,0.9085681199089366,0.04609756418523246,0.9546656840941691,0.004593693394517793,-1.0
133,10.0,8.0,0.9989472437525496,0.00046058085825953076,0.9994078246108091,0.0015533651826489608,1.0
134,1.0,14.0,0.0,0.05015067573791633,0.05015067573791633,0.000435168490773345,1.0
135,43.0,4.0,0.9266886868181758,0.05154557776578805,0.9782342645839639,0.005385207347840155,-1.0
136,19.0,7.0,0.8540353462910081,0.09690621257780527,0.9509415588688134,0.003451460995342712,-1.0
137,143.0,8.0,0.9522838230843126,0.00014475398402442394,0.9524285770683371,0.009358784719241904,1.0
138,5.0,11.0,0.9831953784000736,0.000263189061862589,0.9834585674619363,0.000741206905689435,1.0
139,46.0,8.0,0.9821294626995303,0.0038951981155663173,0.9860246608150965,0.006562307201675264,1.0
140,11.0,2.0,0.0386756326407075,0.9600873787685383,0.9987630114092458,0.003032418162184616,-1.0
141,102.0,6.0,0.7814609624823992,0.1533207879880512,0.9347817504704504,0.013308499782706346,-1.0
142,35.0,10.0,0.3764787935413404,0.5596057427853298,0.9360845363266702,0.0032303145321041352,-1.0
143,11.0,2.0,0.031240541643089315,0.9675619481254359,0.9988024897685253,0.0032546637661538353,-1.0
144,21.0,8.0,0.8859996578542196,0.0425839902093669,0.9285836480635865,0.003013003788654901,-1.0
145,27.0,7.0,0.8176231395823189,0.11065784106012554,0.9282809806424445,0.004857501863573529,-1.0
146,64.0,4.0,0.6840283717808687,0.16263768077798688,0.8466660525588556,0.007620586664094803,-1.0
147,15.0,8.0,0.9963021936808306,0.0033161821794686214,0.9996183758602992,0.0033255050651072567,-1.0
148,23.0,11.0,0.9397823426458396,0.010132778881709676,0.9499151215275493,0.003303068444863228,-1.0
149,15.0,9.0,0.507875932676238,0.004790040925899119,0.5126659736021371,0.003179398616993887,-1.0
150,8.0,11.0,0.0785092971536103,0.033793475543156426,0.11230277269676672,0.0015259433285662084,1.0
151,125.0,4.0,0.7103604374202208,0.1832059059625482,0.893566343382769,0.009405178870599697,-1.0
152,129.0,5.0,0.7017673145504073,0.23562000763248278,0.9373873221828901,0.006550299608775995,-1.0
153,31.0,11.0,0.8418496927267702,0.09793264991906936,0.9397823426458396,0.003318354910760617,-1.0
154,24.0,11.0,0.9295837664986644,0.02412127751970628,0.9537050440183706,0.004368500178383322,-1.0
155,18.0,4.0,0.8675106262583727,0.03216170335960838,0.899672329617981,0.0034874554002619937,-1.0
156,38.0,8.0,0.9756418523246174,0.013580555592109592,0.989222407916727,0.0055119394152972866,-1.0
157,38.0,8.0,0.40737718940400836,0.19776026108354935,0.6051374504875577,0.002945996585389754,-1.0
158,17.0,7.0,0.9364530010132779,0.043294600676395886,0.9797476016896738,0.002631205630175992,1.0
159,81.0,12.0,0.9873800844836889,0.008540485057441012,0.9959205695411298,0.009489509055447569,1.0
160,7.0,8.0,0.8655235488413102,0.08348357042281322,0.9490071192641234,0.0010739397356683634,1.0
161,59.0,10.0,0.9007993007880232,0.015478523196639272,0.9162778239846624,0.0052045298095294385,-1.0
162,26.0,2.0,0.9164187941412804,0.021060941398705894,0.9374797355399862,0.003233617843894715,-1.0
163,18.0,11.0,0.6843537223169855,0.2926540451386441,0.9770077674556297,0.002862107195965617,1.0
164,120.0,5.0,0.9261034439009261,0.005977134640596586,0.9320805785415227,0.013153531168667357,-1.0
165,19.0,9.0,0.9638129607961994,0.031126210581219955,0.9949391713774194,0.003042193636840997,-1.0
166,41.0,5.0,0.9353651831907185,0.04606904718271142,0.9814342303734299,0.004773257399926678,1.0
167,19.0,7.0,0.8294965955707176,0.07661728012179822,0.9061138756925159,0.003806198118802585,-1.0
168,61.0,9.0,0.9039711293119247,0.01349084398832767,0.9174619733002524,0.007533316358286139,-1.0
169,23.0,3.0,0.7639031816964349,0.0993134753372711,0.863216657033706,0.0037026635721247427,-1.0
170,59.0,6.0,0.6519023922635577,0.21151162298941314,0.8634140152529709,0.005262910608260117,-1.0
171,16.0,9.0,0.6991837827931826,0.21695307103486192,0.9161368538280446,0.002951815463758133,-1.0
172,40.0,6.0,0.9696350282645163,0.01898868009642359,0.9886237083609399,0.006909209617273924,-1.0
173,11.0,7.0,0.881585068441011,0.0355103824520349,0.9170954508930459,0.0029086382593575375,-1.0
174,53.0,6.0,0.5906508592131047,0.24807928161608186,0.8387301408291865,0.0061456041614698035,-1.0
175,5.0,8.0,0.6342952197019891,0.28470332830539774,0.9189985480073868,0.0009707542436976675,1.0
176,161.0,4.0,0.9519291765933152,0.014660896288255777,0.966590072881571,0.014765193077765927,1.0
177,44.0,2.0,0.6524521758743673,0.2657851332872831,0.9182373091616505,0.0038347137149352542,-1.0
178,65.0,12.0,0.8640060899107659,0.05019947277161425,0.9142055626823802,0.0066024303843731915,-1.0
179,2.0,5.0,0.0012405373782370388,0.284618746211427,0.28585928358966406,0.0005139129197998884,1.0
180,158.0,6.0,0.9865232530273341,0.0010008881119866924,0.9875241411393209,0.010929586612054211,1.0
181,51.0,5.0,0.8339089614728562,0.01278599320523845,0.8466949546780946,0.00647864444014584,1.0
182,10.0,8.0,0.986523253027334,0.0008740149710306329,0.9873972679983647,0.0013174578454413779,1.0
183,47.0,4.0,0.9201545032916532,0.017607172561568716,0.9377616758532219,0.005249486663504936,-1.0
184,21.0,10.0,0.9110196371428169,0.017452105389289086,0.928471742532106,0.0034059522782737173,-1.0
185,28.0,11.0,0.7342430607440404,0.016775448637523435,0.7510185093815639,0.0037445023704935523,-1.0
186,22.0,6.0,0.6767413338596219,0.18657400228371654,0.8633153361433384,0.0023632852385341444,1.0
187,41.0,8.0,0.9811522900601942,0.007344545159789673,0.9884968352199839,0.005754611617067743,-1.0
188,55.0,5.0,0.8916785316548487,0.011954269281193171,0.9036328009360418,0.008266352405786475,-1.0
189,8.0,2.0,0.04706993529469816,0.948602280897134,0.9956722161918322,0.0028000924668701503,-1.0
190,75.0,5.0,0.9058742264262656,0.015393941102668566,0.9212681675289341,0.007099746542808859,-1.0
191,15.0,2.0,0.051538689259483794,0.9448101836841141,0.9963488729435979,0.004323005719177882,-1.0
192,9.0,2.0,0.5978262401849529,0.39798694616349717,0.9958131863484501,0.0029569607265122226,-1.0
193,66.0,6.0,0.7453374120698648,0.15484162002903984,0.9001790320989047,0.00954287362732938,-1.0
194,16.0,2.0,0.9844087006780665,0.0018890000986791096,0.9862977007767456,0.004151921873638175,-1.0
195,22.0,8.0,0.7577145918209115,0.13641682055908763,0.8941314123799992,0.003960529124619827,-1.0
196,11.0,6.0,0.9237633393010699,0.01163003792097213,0.9353933772220421,0.0018930626079947579,1.0
197,19.0,8.0,0.7039203800555422,0.18998548007386837,0.8939058601294106,0.002843571139425744,-1.0
198,19.0,9.0,0.48552941342317835,0.014068821630460832,0.49959823505363915,0.0031230871794859956,-1.0
199,23.0,11.0,0.9667169460225271,0.017254747170024107,0.9839716931925512,0.0031784682510275584,-1.0
200,3.0,11.0,0.09941215444690357,0.05679687610132935,0.15620903054823293,0.0006992067444070266,1.0
201,17.0,8.0,0.9865232530273341,0.0010995672216191832,0.9876228202489533,0.00305648130536007,-1.0
202,26.0,10.0,0.8500500444055994,0.016296150105022767,0.8663461945106221,0.00422536349705946,-1.0
203,28.0,6.0,0.460507210623511,0.2818839251730409,0.7423911357965519,0.0033094942600223054,-1.0
204,19.0,9.0,0.9315307949307131,0.00890931389824774,0.9404401088289609,0.0028476772879353707,-1.0
205,10.0,11.0,0.9787980884446762,0.018565769626570056,0.9973638580712463,0.0021376382330701538,1.0
206,34.0,10.0,0.9477705569730888,0.013335776816048042,0.9611063337891368,0.0019086342260024195,1.0
207,28.0,8.0,0.9793196780241623,0.007485515316407516,0.9868051933405698,0.0034626700223084343,-1.0
208,55.0,5.0,0.8967675543087529,0.017029194919435556,0.9137967492281884,0.006043363640531492,-1.0
209,46.0,7.0,0.9748368270437148,0.009585970650013393,0.9844227976937282,0.006039126123112049,1.0
210,29.0,8.0,0.9422022357866839,0.0,0.9422022357866839,0.0034132632295342763,-1.0
211,120.0,12.0,0.9864104769020399,0.0006484627204420824,0.9870589396224819,0.013314458198945526,1.0
212,22.0,3.0,0.9355907354413071,0.051341331040218784,0.9869320664815259,0.0031175187766649642,-1.0
213,38.0,5.0,0.9244963841154827,0.04685848005977135,0.9713548641752541,0.004820841250037852,-1.0
214,30.0,7.0,0.8958765261460493,0.03376078220584095,0.9296373083518903,0.0041584087834911476,-1.0
215,32.0,5.0,0.9372776370012029,0.006629296884998337,0.9439069338862013,0.0037522760482867836,-1.0
216,77.0,8.0,0.9219073946095371,0.0006526913921523458,0.9225600860016894,0.006318892526442747,1.0
217,20.0,4.0,0.7088868412296194,0.2027438634211267,0.9116307046507461,0.002155261143500064,1.0
218,26.0,9.0,0.4226752668355986,0.295362051754588,0.7180373185901866,0.003621321146762594,-1.0
219,49.0,5.0,0.909634236862986,0.013105019324784356,0.9227392561877703,0.0036969187027242048,1.0
220,39.0,6.0,0.9339501906882695,0.031521154879828,0.9654713455680974,0.00558390057630357,-1.0
221,46.0,4.0,0.815889835931301,0.06327267142747448,0.8791625073587755,0.004769255897889529,-1.0
222,30.0,8.0,0.9147149914254268,0.010468658015306253,0.9251836494407331,0.003657644866833956,-1.0
223,14.0,10.0,0.9231231923008012,0.007077222350200927,0.9302004146510021,0.0014355093283181216,1.0
224,183.0,6.0,0.9977091811922496,0.00021756379738411527,0.9979267449896337,0.015058349515684315,1.0
225,63.0,5.0,0.9095318538995111,0.011761242929176585,0.9212930968286877,0.006818221629805707,-1.0
226,7.0,7.0,0.7604238654687859,0.19813663006475724,0.9585604955335432,0.0016071926243712321,1.0
227,34.0,5.0,0.9095574496403798,0.010750211164862166,0.920307660805242,0.0037702831415829686,-1.0
228,12.0,5.0,0.9404131152576212,0.056489800097263815,0.996902915354885,0.0017837019369630425,1.0
229,40.0,11.0,0.9677749622462822,0.011198136630064756,0.978973098876347,0.0021628351718558994,1.0
230,38.0,8.0,0.9904655865264019,0.007550743556272236,0.9980163300826742,0.004487700551568522,-1.0
231,48.0,7.0,0.7342266246896516,0.12364022626634928,0.8578668509560009,0.0052323389160322566,-1.0
232,48.0,7.0,0.9193862141339681,0.008331413652768179,0.9277176277867363,0.0058330228298509946,-1.0
233,14.0,7.0,0.6892165143720086,0.11512964242750007,0.8043461567995086,0.0012320555391819514,1.0
234,57.0,4.0,0.9285366914945353,0.0,0.9285366914945353,0.006837503846084874,-1.0
235,46.0,5.0,0.9266682024111188,0.0440374721646318,0.9707056745757506,0.004686060198372023,1.0
236,29.0,6.0,0.7401648365711946,0.06263277790575648,0.8027976144769511,0.0031724802331323052,-1.0
237,44.0,7.0,0.9566152192275206,0.03807366454222017,0.9946888837697407,0.005572821954835811,1.0
238,5.0,8.0,0.4535309324528399,0.04739051421843405,0.5009214466712739,0.0004737915370399149,1.0
239,63.0,5.0,0.8855998361872585,0.004364073818116665,0.8899639100053751,0.006831077441337858,-1.0
240,4.0,10.0,0.9095574496403798,0.01016150912488162,0.9197189587652614,0.000504099105688608,1.0
241,37.0,5.0,0.8269983874683253,0.01379610432823978,0.8407944917965651,0.003887373534651138,-1.0
242,44.0,7.0,0.9619775269395173,0.01387289155084594,0.9758504184903632,0.005600753370796122,-1.0
243,21.0,6.0,0.6521794773349714,0.19176329058844607,0.8439427679234175,0.00312237759806756,-1.0
244,20.0,7.0,0.7806189050142057,0.0854385830197855,0.8660574880339912,0.0031277009162422624,-1.0
245,26.0,8.0,0.9097238219560265,0.015920550820343493,0.92564437277637,0.0034004478729099887,-1.0
246,4.0,8.0,0.9566536128388237,0.029793442371189433,0.9864470552100131,0.000922454635009836,1.0
247,36.0,6.0,0.80211932734393,0.05546597046251504,0.857585297806445,0.0049608266844091845,-1.0
248,7.0,10.0,0.9400291791445904,0.056668970283344854,0.9966981494279352,0.001250407347697298,1.0
249,87.0,7.0,0.9968901174844507,0.00030714889042463337,0.9971972663748753,0.007785604616808506,1.0
250,12.0,8.0,0.9126545342854949,0.08515702987022959,0.9978115641557245,0.002144999298597963,1.0
251,30.0,4.0,0.8232230156901892,0.03716501574138063,0.8603880314315698,0.0034175826701747115,-1.0
252,29.0,7.0,0.642555478768333,0.21515779774245566,0.8577132765107887,0.0035282925155522052,-1.0
253,19.0,12.0,0.9941257774706288,0.00413371215029819,0.998259489620927,0.0031823910230803455,-1.0
254,20.0,12.0,0.9651513988072385,0.00040953185389951114,0.965560930661138,0.001991738443994894,1.0
255,21.0,13.0,0.9517264327215951,0.02064296501062223,0.9723693977322173,0.0031399929227570803,-1.0
256,38.0,6.0,0.713993191532929,0.14899280759681588,0.8629859991297448,0.005196086946709685,-1.0
257,47.0,6.0,0.8204842714172361,0.11296680232409327,0.9334510737413294,0.005344702055072624,-1.0
258,9.0,4.0,0.9400291791445904,0.05680974685812281,0.9968389260027132,0.0008753363006990427,1.0
259,35.0,4.0,0.9097110240855921,0.01519107220558499,0.9249020962911771,0.004075817165683125,-1.0
260,27.0,9.0,0.7547928024776678,0.11054800481199928,0.865340807289667,0.003818440017833185,-1.0
261,18.0,11.0,0.7971153600040953,0.09161995443958125,0.8887353144436766,0.0030977388679688505,-1.0
262,35.0,7.0,0.5129130512682689,0.32338938800583583,0.8363024392741047,0.00461048656686876,-1.0
263,189.0,4.0,0.9960326601653484,0.0038521590007422764,0.9998848191660907,0.018727518101971805,-1.0
264,23.0,7.0,0.9836699173257569,0.005682254472855717,0.9893521717986127,0.0037372947197983736,-1.0
265,35.0,6.0,0.9149453530932452,0.014423199979523408,0.9293685530727687,0.003826319237028823,-1.0
266,93.0,5.0,0.9456474442652743,0.012657093859581766,0.958304538124856,0.008119898292269372,1.0
267,55.0,7.0,0.95702475108142,0.009022498656223604,0.9660472497376437,0.007224448700740956,-1.0
268,34.0,9.0,0.9456474442652744,0.012733881082187924,0.9583813253474622,0.0036649351129777923,1.0
269,13.0,8.0,0.8736978166833039,0.0035066164990145638,0.8772044331823184,0.0013816691891281256,1.0
270,20.0,3.0,0.5641429266170109,0.03167472932504031,0.5958176559420513,0.0031750649986540345,-1.0
271,15.0,5.0,0.7039340653715221,0.08527221070413883,0.789206276075661,0.003231157779222798,-1.0
272,74.0,4.0,0.9892497888351378,0.0007678722260615834,0.9900176610611994,0.0030899899368556335,1.0
273,35.0,12.0,0.7220104683935042,0.2021742048047242,0.9241846731982284,0.003711575819109277,1.0
